City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,vernon,50.2581,-119.2691,37.39,16,0,1.38,CA,1722719354
285,mayya,61.7333,130.2811,5.62,58,7,1.48,RU,1722719355
286,tura,25.5198,90.2201,23.8,97,98,2.15,IN,1722719356
287,borgarnes,64.5383,-21.9206,13.78,54,93,5.86,IS,1722719357
288,berbera,10.4396,45.0143,31.34,53,62,5.88,SO,1722719358
289,sisimiut,66.9395,-53.6735,7.92,77,12,3.22,GL,1722719359
290,boysun,38.2061,67.1986,25.64,23,0,2.57,UZ,1722719360
291,vorkuta,67.5,64.0,13.71,65,100,6.95,RU,1722719361
292,horta,38.5333,-28.6333,24.8,78,20,4.12,PT,1722719362
293,touros,-5.1989,-35.4608,24.06,75,1,7.1,BR,1722719363
294,hengchun,22.0042,120.7439,28.39,80,9,2.03,TW,1722719364
295,aleksandrovsk-sakhalinskiy,50.8975,142.1561,14.42,73,100,2.37,RU,1722719366
296,villa gesell,-37.2639,-56.973,15.03,71,43,5.38,AR,1722719367
297,cockburn town,21.4612,-71.1419,28.25,84,82,8.34,TC,1722719368
298,alotau,-10.3069,150.4462,21.79,94,100,2.3,PG,1722719369
299,kill devil hills,36.0307,-75.676,31.1,71,0,8.75,US,1722719370
300,igarka,67.4667,86.5833,11.94,96,52,1.38,RU,1722719371
301,kalabo,-14.97,22.6814,17.33,24,0,2.55,ZM,1722719372
302,kijang,35.2442,129.2139,25.23,90,42,2.21,KR,1722719373
303,ryki,51.6257,21.9327,16.22,42,73,4.41,PL,1722719374
304,howard springs,-12.497,131.047,21.95,95,100,2.34,AU,1722719375
305,kencong,-8.2833,113.3667,22.67,93,48,0.85,ID,1722719376
306,nar'yan-mar,67.6713,53.087,9.02,83,82,7.54,RU,1722719377
307,treuenbrietzen,52.1,12.8667,20.57,81,94,1.29,DE,1722719378
308,callao,-12.0667,-77.15,24.12,79,38,3.88,PE,1722719376
309,namibe,-15.1961,12.1522,16.99,76,0,3.92,AO,1722719380
310,pytalovo,57.0679,27.9138,13.41,94,49,2.94,RU,1722719382
311,saint-joseph,-21.3667,55.6167,17.21,75,3,2.57,RE,1722719383
312,sabha,27.0377,14.4283,30.65,18,0,2.36,LY,1722719384
313,alta,69.9689,23.2717,17.59,59,88,2.06,NO,1722719385
314,turpan,42.9333,89.1667,34.91,17,40,0.26,CN,1722719386
315,port-gentil,-0.7193,8.7815,23.45,78,93,5.92,GA,1722719387
316,nelson,-41.2833,173.2833,1.83,85,14,1.34,NZ,1722719269
317,taungoo,18.9333,96.4333,23.49,97,100,1.63,MM,1722719389
318,santiago de cao,-7.9589,-79.2392,19.07,77,84,4.12,PE,1722719278
319,bonthe,7.5264,-12.505,25.01,86,99,5.52,SL,1722719391
320,tyukhtet,56.5389,89.3011,14.13,94,0,2.62,RU,1722719392
321,monteagudo,-19.8167,-63.9833,31.72,16,0,3.19,BO,1722719393
322,kone,-21.0595,164.8658,18.37,59,3,1.24,NC,1722719394
323,queenstown,-31.8976,26.8753,13.31,29,95,2.92,ZA,1722719395
324,lagos,6.5833,3.75,24.43,88,100,2.65,NG,1722719396
325,swanage,50.6092,-1.9626,16.32,72,90,5.36,GB,1722719397
326,usogorsk,63.4106,48.6872,15.17,94,90,2.96,RU,1722719398
327,yuzhno-kurilsk,44.0306,145.8556,17.27,96,92,2.84,RU,1722719400
328,nadi,-17.8,177.4167,26.0,69,75,0.0,FJ,1722719401
329,zaozersk,69.4005,32.4476,8.39,96,44,3.46,RU,1722719402
330,dolores,-36.3132,-57.6792,13.86,72,33,3.42,AR,1722719403
331,argo,37.6333,22.7333,28.21,37,0,1.87,GR,1722719404
332,nabire,-3.3667,135.4833,23.55,93,100,1.44,ID,1722719406
333,natal,-5.795,-35.2094,26.36,69,20,4.63,BR,1722718808
334,labuan,5.2767,115.2417,27.65,77,89,2.77,MY,1722719408
335,koraput,18.8167,82.7167,21.46,94,100,5.01,IN,1722719409
336,dudinka,69.4058,86.1778,10.22,76,12,4.4,RU,1722719411
337,sinjai,-5.1241,120.253,24.18,83,100,0.8,ID,1722719412
338,meadow lake,34.8014,-106.5436,35.17,27,9,4.06,US,1722719414
339,marabba,12.35,32.1833,28.73,63,100,2.35,SD,1722719415
340,aioun,16.6614,-9.6149,31.17,54,100,2.82,MR,1722719416
341,wilson,36.1501,-86.2833,32.32,63,20,3.09,US,1722719417
342,tazovsky,67.4667,78.7,11.64,80,85,4.35,RU,1722719418
343,fabens,31.5023,-106.1586,37.6,17,21,3.66,US,1722719419
344,kirakira,-10.4544,161.9205,26.71,84,50,3.58,SB,1722719420
345,novodvinsk,64.4165,40.8122,12.86,96,97,2.85,RU,1722719422
346,rawson,-43.3002,-65.1023,12.84,36,11,11.27,AR,1722719423
347,la plata,-34.9215,-57.9545,17.68,68,82,2.36,AR,1722719408
348,sim,54.993,57.6982,12.79,98,100,1.78,RU,1722719425
349,igrim,63.1906,64.4162,15.13,93,21,1.42,RU,1722719426
350,sitka,57.0531,-135.33,17.94,63,40,6.69,US,1722719427
351,simpang,-1.2667,104.0833,23.07,99,23,1.12,ID,1722719428
352,pangai,-19.8,-174.35,24.34,87,3,5.05,TO,1722719429
353,puerto ayacucho,5.6639,-67.6236,31.49,67,19,0.58,VE,1722719430
354,tolanaro,-25.0319,46.9987,17.53,88,1,1.8,MG,1722719431
355,ovalle,-30.5983,-71.2003,16.32,49,100,1.54,CL,1722719293
356,tchintabaraden,15.8969,5.7985,28.95,59,82,7.43,NE,1722719435
357,gamba,-2.65,10.0,22.14,77,59,4.05,GA,1722719436
358,jinchang,38.4953,102.1739,23.63,27,73,0.94,CN,1722719437
359,harper,4.375,-7.7169,24.27,80,98,3.66,LR,1722719438
360,linden,6.0,-58.3,25.56,93,96,1.74,GY,1722719439
361,juneau,58.3019,-134.4197,18.0,100,75,3.09,US,1722719440
362,sao joao da barra,-21.6403,-41.0511,22.05,79,64,7.16,BR,1722719441
363,dadukou,26.5479,101.7054,22.12,95,100,0.34,CN,1722719442
364,vadso,70.0744,29.7487,10.49,87,100,4.63,NO,1722719443
365,iskateley,67.6803,53.1512,9.05,83,82,7.54,RU,1722719444
366,rosstal,49.3957,10.8885,21.6,73,20,2.57,DE,1722719445
367,genhe,50.7833,121.5167,14.88,93,100,1.53,CN,1722719446
368,khandyga,62.6667,135.6,12.47,68,99,1.09,RU,1722719447
369,kimbe,-5.5502,150.1429,24.23,97,100,3.33,PG,1722719449
370,nikki,9.9401,3.2108,22.27,92,100,2.5,BJ,1722719450
371,westport,41.1415,-73.3579,30.4,74,100,4.87,US,1722719380
372,adrar,20.5022,-10.0711,32.89,38,87,4.84,MR,1722719452
373,lazaro cardenas,17.9583,-102.2,29.1,69,99,3.67,MX,1722719245
374,swakopmund,-22.6833,14.5333,13.32,86,1,1.86,NA,1722719454
375,karditsa,39.3656,21.9217,27.98,37,8,1.59,GR,1722719455
376,south hedland,-20.4089,118.5983,15.96,100,0,4.12,AU,1722719456
377,canutama,-6.5339,-64.3831,36.48,31,80,0.26,BR,1722719457
378,chudovo,59.1167,31.6833,14.63,97,100,2.0,RU,1722719458
379,pangody,65.85,74.4859,17.46,92,88,4.19,RU,1722719459
380,isangel,-19.55,169.2667,21.37,61,0,5.96,VU,1722719460
381,nguigmi,14.2495,13.1092,27.8,68,96,7.09,NE,1722719461
382,kangding,30.0513,101.9603,16.59,94,100,1.17,CN,1722719463
383,safford,32.834,-109.7076,40.51,18,0,0.89,US,1722719464
384,shakhan,49.8233,72.6342,19.79,44,96,3.65,KZ,1722719465
385,thinadhoo,0.5333,72.9333,27.42,76,100,2.0,MV,1722719466
386,ponta delgada,37.7333,-25.6667,24.4,73,20,3.09,PT,1722719467
387,itamaraca,-7.7478,-34.8256,25.03,74,14,4.93,BR,1722719468
388,al kharijah,25.4514,30.5464,33.82,18,6,3.24,EG,1722719469
389,sao pedro,-22.5486,-47.9139,24.15,36,10,2.54,BR,1722719423
390,kratie,12.4881,106.0188,23.82,96,67,1.55,KH,1722719471
391,santanyi,39.3546,3.1291,27.66,77,0,3.97,ES,1722719472
392,linxia chengguanzhen,35.6003,103.2064,14.08,70,0,1.79,CN,1722719473
393,yuncheng,35.0231,110.9928,26.04,78,88,0.47,CN,1722719475
394,robore,-18.3333,-59.75,35.36,20,0,5.06,BO,1722719476
395,songea,-10.6833,35.65,14.46,57,4,1.02,TZ,1722719477
396,nuuk,64.1835,-51.7216,3.34,93,40,3.09,GL,1722719479
397,yamada,39.4667,141.95,24.39,87,4,0.86,JP,1722719480
398,gunjur,13.2019,-16.7339,28.04,83,75,2.06,GM,1722719481
399,serhiyivka,46.0272,30.3768,23.97,71,100,4.24,UA,1722719414
400,san mariano,7.5,126.0,22.84,90,98,1.26,PH,1722719483
401,tymovskoye,50.8456,142.655,12.6,65,97,0.6,RU,1722719484
402,kauhajoki,62.4333,22.1833,13.99,96,43,1.46,FI,1722719485
403,fisterra,42.9049,-9.2629,21.12,83,0,6.41,ES,1722719486
404,tromso,69.6496,18.957,16.01,67,0,1.03,NO,1722719487
405,kirguli,40.4358,71.7672,26.3,41,6,3.09,UZ,1722719488
406,frontera,26.9333,-101.45,36.05,30,75,3.09,MX,1722719489
407,javanrud,34.7961,46.5172,24.38,28,0,3.23,IR,1722719490
408,moyynkum,44.2914,72.9469,26.73,26,0,1.51,KZ,1722719492
409,soio,-6.1349,12.3689,20.16,88,0,3.41,AO,1722719493
410,thunder bay,48.4001,-89.3168,25.41,43,100,2.53,CA,1722719482
411,dali,25.7,100.1833,17.73,93,100,1.26,CN,1722719495
412,mangrol,21.1167,70.1167,27.54,87,100,9.59,IN,1722719496
413,khao wong,16.7001,104.0902,23.08,98,90,1.04,TH,1722719497
414,gaspe,48.8334,-64.4819,23.12,88,75,3.09,CA,1722719498
415,crane,31.3974,-102.3501,37.28,22,24,3.13,US,1722719499
416,akjoujt,19.6969,-14.4164,35.56,37,49,5.02,MR,1722719500
417,port douglas,-16.4833,145.4667,21.82,76,61,5.98,AU,1722719501
418,shahrud,36.4182,54.9763,24.65,55,0,4.87,IR,1722719502
419,rudsar,37.1376,50.288,25.34,70,91,1.52,IR,1722719503
420,caarapo,-22.6342,-54.8222,30.17,23,10,3.13,BR,1722719504
421,haverfordwest,51.8017,-4.9691,16.77,88,100,3.84,GB,1722719505
422,klimavichy,53.6135,31.9385,16.87,76,100,0.63,BY,1722719506
423,rupert,42.6191,-113.6772,33.97,26,0,0.0,US,1722719487
424,linfen,36.0889,111.5189,28.08,63,98,2.56,CN,1722719509
425,briancon,44.9,6.65,18.68,90,0,2.88,FR,1722719510
426,la sarre,48.8002,-79.1996,25.97,43,3,5.38,CA,1722719511
427,taulaga,-11.0553,-171.0883,27.45,69,100,4.79,AS,1722719512
428,hyesan,41.4017,128.1778,19.63,95,92,0.45,KP,1722719513
429,strelka,58.0728,93.0344,11.56,94,0,1.59,RU,1722719514
430,inonu,37.3167,33.7667,24.37,21,0,3.43,TR,1722719515
431,heber springs,35.4915,-92.0313,34.29,35,5,2.52,US,1722719516
432,jalqani,12.4486,34.2186,22.93,92,100,0.76,SD,1722719517
433,aktobe,50.2797,57.2072,17.05,63,0,0.0,KZ,1722719518
434,flying fish cove,-10.4217,105.6791,24.82,83,100,4.63,CX,1722719519
435,superior,46.7208,-92.1041,21.54,76,100,9.77,US,1722719269
436,arteche,12.2645,125.4048,24.86,94,56,1.67,PH,1722719521
437,mikhaylovka,50.06,43.2379,18.72,47,99,2.21,RU,1722719523
438,sansanne-mango,10.3592,0.4708,24.54,89,100,1.37,TG,1722719524
439,ahar,38.4774,47.0699,19.6,60,0,2.36,IR,1722719525
440,santa sylvina,-27.8326,-61.1375,23.36,49,84,6.44,AR,1722719526
441,korfovskiy,48.2183,135.0564,14.7,89,3,1.49,RU,1722719527
442,andalusia,31.3085,-86.4833,26.68,87,20,3.6,US,1722719023
443,shortandy,51.7006,70.9994,17.6,59,15,4.09,KZ,1722719529
444,kondopoga,62.2057,34.2614,13.31,97,9,2.62,RU,1722719530
445,i-n-salah,27.1935,2.4607,36.54,8,0,4.81,DZ,1722719531
446,fremantle,-32.05,115.7667,7.88,78,0,2.28,AU,1722719532
447,kashgar,39.4547,75.9797,27.91,37,100,1.36,CN,1722719533
448,mogocha,53.7333,119.7667,11.76,89,100,1.66,RU,1722719534
449,labrador city,52.9463,-66.9114,26.77,55,41,4.02,CA,1722719536
450,nueve de julio,-35.4444,-60.8831,16.09,47,59,0.89,AR,1722719537
451,andergrove,-21.0833,149.1833,16.47,87,12,4.78,AU,1722719538
452,kapuskasing,49.4169,-82.4331,26.5,30,22,5.08,CA,1722719539
453,siwa oasis,29.2041,25.5195,31.11,25,0,2.73,EG,1722719540
454,bereznik,62.8551,42.7072,15.12,98,71,2.09,RU,1722719541
455,tshikapa,-6.4167,20.8,25.75,23,16,1.0,CD,1722719542
456,byron bay,-28.65,153.6167,9.28,94,52,3.15,AU,1722719543
457,talsi,57.2456,22.5814,12.95,95,7,2.17,LV,1722719544
458,selfoss,63.9331,-20.9971,11.72,74,100,8.46,IS,1722719545
459,trinity beach,-16.7888,145.6968,18.94,94,75,6.55,AU,1722719546
460,kafanchan,9.5833,8.3,20.08,96,85,0.59,NG,1722719547
461,churapcha,62.0025,132.4325,11.37,66,12,2.03,RU,1722719549
462,polyarnyy,69.1989,33.4478,9.18,92,20,3.25,RU,1722719550
463,huskvarna,57.786,14.3021,15.0,100,100,2.06,SE,1722719551
464,isna,25.2934,32.554,36.52,21,31,4.32,EG,1722719552
465,raja,8.4596,25.678,21.48,95,42,1.65,SS,1722719553
466,ad dabbah,18.05,30.95,32.16,50,78,5.2,SD,1722719554
467,beya,53.0533,90.9139,18.33,86,100,1.47,RU,1722719555
468,inverloch,-38.6333,145.7167,6.99,90,14,4.27,AU,1722719557
469,bariadi,-2.8,33.9833,21.35,48,34,4.65,TZ,1722719354
470,new norfolk,-42.7826,147.0587,9.4,81,45,2.54,AU,1722719559
471,vanimo,-2.6741,141.3028,24.98,92,93,2.49,PG,1722719560
472,halifax,44.6453,-63.5724,22.94,99,100,2.06,CA,1722719530
473,sokolac,43.9397,18.8017,19.54,53,43,1.57,BA,1722719472
474,shimanovsk,52.0,127.7,16.04,89,100,1.71,RU,1722719563
475,manali,13.1667,80.2667,27.28,88,100,4.4,IN,1722719564
476,tidjikja,18.5564,-11.4271,32.18,46,100,4.7,MR,1722719565
477,vilyuchinsk,52.9306,158.4028,15.15,78,100,1.12,RU,1722719567
478,ceerigaabo,10.6162,47.368,18.65,63,80,9.55,SO,1722719568
479,bac lieu,9.285,105.7244,26.32,85,100,3.02,VN,1722719569
480,apia,-13.8333,-171.7667,29.95,64,77,4.99,WS,1722719570
481,the pas,53.8251,-101.2541,22.54,34,12,3.23,CA,1722719571
482,wilmington island,32.0036,-80.9737,33.05,66,0,4.63,US,1722719572
483,yueyang,29.3333,113.0919,27.23,78,5,3.29,CN,1722719573
484,bol,13.4586,14.7147,26.92,78,68,7.36,TD,1722719574
485,tomatlan,19.9333,-105.25,28.42,71,100,0.63,MX,1722719575
486,nouadhibou,20.931,-17.0347,23.02,90,0,2.27,MR,1722719576
487,arsen'yev,44.1631,133.2733,19.73,98,69,0.5,RU,1722719577
488,pyin oo lwin,22.0333,96.4667,18.84,96,100,0.66,MM,1722719578
489,sapele,5.8941,5.6767,23.93,92,46,1.52,NG,1722719580
490,busko-zdroj,50.4708,20.7188,15.99,89,41,2.56,PL,1722719581
491,armacao de buzios,-22.7469,-41.8817,23.03,83,10,10.16,BR,1722719583
492,cabo san lucas,22.8909,-109.9124,36.61,41,20,8.75,MX,1722719584
493,okha,53.5739,142.9478,13.55,65,42,1.23,RU,1722719585
494,santa ana,33.7456,-117.8678,40.04,38,20,5.14,US,1722719586
495,nova vicosa,-17.8919,-39.3719,22.37,87,11,4.7,BR,1722719587
496,alaghsas,17.0187,8.0168,29.1,54,85,7.21,NE,1722719289
497,arauca,7.0847,-70.7591,30.73,70,44,1.92,CO,1722719590
498,janauba,-15.8025,-43.3089,25.06,43,0,6.24,BR,1722719591
499,sumbe,-11.2061,13.8437,19.47,88,69,3.09,AO,1722719592
500,nuku'alofa,-21.1333,-175.2,23.19,100,75,2.06,TO,1722719594
501,treasure island,27.7692,-82.769,31.21,74,0,7.72,US,1722719595
502,wajir,1.7471,40.0573,25.96,51,95,9.05,KE,1722719597
503,kiruna,67.8557,20.2251,13.51,88,100,1.03,SE,1722719598
504,cuatro cienegas de carranza,26.9833,-102.0833,34.52,30,6,5.32,MX,1722719599
505,mahibadhoo,3.7833,72.9667,28.04,72,99,1.37,MV,1722719600
506,shache,38.4167,77.2406,27.93,38,71,2.22,CN,1722719601
507,santiago,-33.4569,-70.6483,15.61,64,75,1.79,CL,1722719354
508,dunedin,-45.8742,170.5036,3.78,96,82,4.25,NZ,1722719603
509,kailua-kona,19.6406,-155.9956,29.77,73,0,6.17,US,1722719604
510,tympaki,35.0729,24.7685,25.98,67,0,0.89,GR,1722719605
511,ndioum,16.5129,-14.6471,33.78,44,100,4.92,SN,1722719606
512,de aar,-30.6497,24.0123,14.2,24,64,3.74,ZA,1722719607
513,murashi,59.3999,48.9615,13.47,96,67,1.97,RU,1722719608
514,guane,22.2025,-84.0875,25.05,91,100,1.21,CU,1722719609
515,radymno,49.9472,22.8238,14.39,91,100,3.31,PL,1722719610
516,ambovombe,-25.1667,46.0833,17.38,83,0,0.69,MG,1722719611
517,rio preto da eva,-2.6994,-59.6997,33.3,42,67,1.08,BR,1722719612
518,george town,5.4112,100.3354,25.96,83,20,0.0,MY,1722719615
519,ankazoabo,-22.2833,44.5167,16.46,58,0,3.79,MG,1722719616
520,margate,51.3813,1.3862,17.71,80,83,0.45,GB,1722719617
521,adre,13.4667,22.2,24.49,76,99,3.32,TD,1722719618
522,likiep,9.8251,169.3107,28.15,77,8,2.93,MH,1722719619
523,morehead city,34.7229,-76.726,31.03,80,0,7.72,US,1722719620
524,akureyri,65.6835,-18.0878,12.96,76,75,3.09,IS,1722719621
525,puerto lempira,15.2667,-83.7667,29.32,68,18,4.39,HN,1722719622
526,dubbo,-32.25,148.6167,2.07,93,100,2.06,AU,1722719603
527,longonjo,-12.9067,15.2533,18.55,14,0,0.08,AO,1722719624
528,lisakovsk,52.5369,62.4936,16.25,77,97,3.84,KZ,1722719625
529,suva,-18.1416,178.4415,24.71,88,20,1.54,FJ,1722719626
530,kyren,51.6828,102.1408,15.29,76,26,1.17,RU,1722719627
531,yala,6.3333,101.25,26.45,96,85,1.45,TH,1722719629
532,usinsk,65.9939,57.5281,16.52,80,100,8.61,RU,1722719630
533,humaita,-7.5061,-63.0208,36.09,30,96,1.69,BR,1722719631
534,berrouaghia,36.1352,2.9109,23.0,61,0,1.67,DZ,1722719632
535,naivasha,-0.7167,36.4359,15.61,93,73,1.59,KE,1722719633
536,tekirova,36.5017,30.5272,29.43,77,0,4.12,TR,1722719635
537,penn yan,42.6609,-77.0539,25.51,83,75,0.0,US,1722719636
538,gandajika,-6.75,23.95,25.7,29,69,1.48,CD,1722719637
539,concordia,-31.393,-58.0209,18.21,72,20,5.66,AR,1722719576
540,hoa binh,20.8133,105.3383,23.38,97,52,0.45,VN,1722719639
541,kelmentsi,48.4656,26.83,16.23,93,100,6.85,UA,1722719640
542,trashi yangtse,27.6116,91.498,16.73,94,96,1.92,BT,1722719641
543,hawera,-39.5917,174.2833,6.02,72,46,1.99,NZ,1722719642
544,vega de alatorre,20.0333,-96.6333,28.95,72,59,4.32,MX,1722719644
545,freetown,8.484,-13.2299,24.98,87,100,5.76,SL,1722719645
546,kegeyli shahar,42.7767,59.6078,26.05,27,0,2.9,UZ,1722719646
547,malangali,-8.5667,34.85,15.8,54,5,4.5,TZ,1722719647
548,daulatpur,26.5015,67.9706,28.3,77,100,1.08,PK,1722719648
549,sarangani,5.4033,125.4636,28.49,77,90,5.98,PH,1722719649
550,macas,-2.3167,-78.1167,28.86,47,40,4.63,EC,1722719650
551,ofunato,39.0717,141.7167,24.43,83,4,1.66,JP,1722719651
552,mazatlan,23.2167,-106.4167,30.51,73,75,4.12,MX,1722719652
553,maun,-19.9833,23.4167,18.07,22,3,2.28,BW,1722719653
554,portland,45.5234,-122.6762,29.53,35,100,2.24,US,1722719654
555,scottsbluff,41.8666,-103.6672,39.32,17,0,3.6,US,1722719655
556,kostomuksha,64.571,30.5767,12.23,97,55,2.28,RU,1722719656
557,williamsburg,37.2707,-76.7075,33.86,68,20,5.14,US,1722719364
558,libreville,0.3925,9.4537,24.01,76,68,4.95,GA,1722719658
559,broome,42.2506,-75.833,25.43,76,75,1.54,US,1722719659
560,yanchep,-31.55,115.6833,7.9,76,0,2.25,AU,1722719660
561,mawlamyinegyunn,16.3833,95.2667,26.52,86,100,2.76,MM,1722719662
562,guatrache,-37.6678,-63.5302,15.48,30,13,6.02,AR,1722719663
563,yangjiang,21.85,111.9667,26.07,92,3,1.31,CN,1722719603
564,rakops,-21.0167,24.3333,21.05,18,0,3.71,BW,1722719473
565,adjumani,3.3779,31.7909,20.31,84,72,0.84,UG,1722719666
566,elverum,60.8819,11.5623,14.7,82,98,1.22,NO,1722719667
567,andalgala,-27.5819,-66.3165,16.07,37,14,3.28,AR,1722719668
568,prado,-17.3411,-39.2208,21.88,90,11,4.39,BR,1722719669
569,phu kradueng,16.8843,101.8847,23.25,97,100,1.65,TH,1722719670
570,saacow,1.6279,42.4407,23.9,80,99,6.9,SO,1722719671
571,lusambo,-4.9667,23.45,23.25,33,9,0.84,CD,1722719672
